IncidentID,EquipmentID,EquipmentName,IncidentDate,IncidentTime,IncidentType,Category,Severity,Description,Location,ReportedBy,Shift,PersonnelInvolved,InjuryType,ImmediateAction,RootCause,CorrectiveAction,Status,DaysLost
INC-00481,BM001,Ball Mill,2024-10-08,08:11,Oil Spill,Environmental,Medium,Approx 50 L gear oil spilled during change,Unit-2,Operator-2,A,3,None,Spill contained with absorbent,Equipment Aging,Guarding installed,Open,0
INC-00482,AC001,Air Compressor,2024-10-11,17:04,Noise Exceedance,Environmental,Low,Compressor noise above threshold,Unit-1,Safety Officer,A,2,None,Spill contained with absorbent,Procedural Lapse,Re-training scheduled,Open,0
INC-00483,PU001,Centrifugal Pump,2024-02-01,12:11,Electric Shock,Electrical,Critical,Operator received mild shock from panel,Unit-2,Maintenance Engineer,B,3,None,"Area cordoned off, ERT informed",Procedural Lapse,Procedure updated,Open,0
INC-00484,VRM001,Vertical Roller Mill,2023-02-15,09:43,Dust Emission,Environmental,Medium,Excess dust leak from mill casing,Unit-2,Operator-1,C,3,None,"Production stopped, supervisor informed",Material Failure,Procedure updated,Investigating,0
INC-00485,JC001,Jaw Crusher,2023-02-09,16:05,Noise Violation,Environmental,Low,Noise exceeded 90 dB during operation,Unit-1,Maintenance Engineer,C,5,None,"Production stopped, supervisor informed",Design Defect,Guarding installed,Open,0
INC-00486,AC001,Air Compressor,2024-04-02,12:16,Noise Exceedance,Environmental,Low,Compressor noise above threshold,Power House,Operator-1,A,1,Minor,"Area cordoned off, ERT informed",Procedural Lapse,Frequency of inspection increased,Open,9
INC-00487,BE001,Bucket Elevator,2024-02-25,21:39,Chain Snapping,Mechanical,Critical,"Elevator chain snapped, buckets fell",Unit-2,Operator-1,B,3,Minor,"Area cordoned off, ERT informed",Procedural Lapse,Sensor calibration done,Open,21
INC-00488,PU001,Centrifugal Pump,2023-08-06,02:29,Seal Burst,Mechanical,High,Sudden seal failure caused water spray,Silo Area,Operator-2,B,4,None,"Area cordoned off, ERT informed",Human Error,Frequency of inspection increased,Closed,0
INC-00489,BM001,Ball Mill,2024-01-08,08:04,Worker Slip,Safety,Low,Worker slipped near lubrication point,Unit-1,Maintenance Engineer,C,3,Minor,"Area cordoned off, ERT informed",Procedural Lapse,PPE compliance reinforced,Investigating,13
INC-00490,JC001,Jaw Crusher,2024-04-12,23:14,Noise Violation,Environmental,Low,Noise exceeded 90 dB during operation,Silo Area,Safety Officer,A,1,None,Fire extinguisher deployed,Procedural Lapse,Frequency of inspection increased,Investigating,0
INC-00491,BF001,Bag Filter,2024-03-18,04:16,Bag House Fire,Fire,Critical,Sparks ignited dust in bag filter,Stockyard,Maintenance Engineer,A,4,Major,Fire extinguisher deployed,Human Error,Guarding installed,Closed,26
INC-00492,VRM001,Vertical Roller Mill,2024-07-02,19:46,Foreign Object,Process,Low,Metal piece detected in separator,Unit-1,Operator-2,C,1,None,Spill contained with absorbent,Human Error,Re-training scheduled,Open,0
INC-00493,ENG001,Cummins Engine,2024-05-28,22:59,Engine Fire,Fire,Critical,Turbocharger oil leak led to fire,Power House,Operator-1,C,2,Minor,Spill contained with absorbent,Equipment Aging,Sensor calibration done,Open,7
INC-00494,BM001,Ball Mill,2023-10-08,16:57,Oil Spill,Environmental,Medium,Approx 50 L gear oil spilled during change,Unit-2,Operator-2,B,4,None,"First aid administered, ambulance called",Procedural Lapse,Re-training scheduled,Closed,0
INC-00495,BM001,Ball Mill,2024-06-12,22:48,Bearing Overheating,Mechanical,High,Smoke detected from pinion bearing,Unit-2,Safety Officer,B,5,None,Spill contained with absorbent,Inadequate Inspection,Re-training scheduled,Open,0
INC-00496,BM001,Ball Mill,2024-04-21,21:51,Bearing Overheating,Mechanical,High,Smoke detected from pinion bearing,Stockyard,Maintenance Engineer,B,4,None,"Production stopped, supervisor informed",Human Error,Procedure updated,Open,0
INC-00497,BM001,Ball Mill,2023-10-28,03:43,Oil Spill,Environmental,Medium,Approx 50 L gear oil spilled during change,Silo Area,Safety Officer,B,5,Major,"First aid administered, ambulance called",Design Defect,Procedure updated,Open,5
INC-00498,AC001,Air Compressor,2023-10-26,17:11,Pressure Vessel Leak,Mechanical,High,Air receiver developed crack,Silo Area,Maintenance Engineer,B,2,None,Fire extinguisher deployed,Human Error,PPE compliance reinforced,Investigating,0
INC-00499,ENG001,Cummins Engine,2024-04-29,07:04,Engine Fire,Fire,Critical,Turbocharger oil leak led to fire,Unit-1,Maintenance Engineer,C,5,None,"First aid administered, ambulance called",Procedural Lapse,Re-training scheduled,Investigating,0
INC-00500,JC001,Jaw Crusher,2023-05-11,15:02,Noise Violation,Environmental,Low,Noise exceeded 90 dB during operation,Unit-2,Shift Incharge,C,2,Minor,"Production stopped, supervisor informed",Inadequate Inspection,Frequency of inspection increased,Closed,19
