InspectionID,EquipmentID,EquipmentName,InspectionDate,Inspector,InspectionType,Checkpoints,Readings,Result,Findings,Recommendations,NextInspectionDate,Status
INS-00001,BE001,Bucket Elevator,2024-09-28,Safety-Team,Quarterly,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 38.2 mm/s | Belt Slippage: 13.5 mm/s | Bearing Temp: 58.3 °C | Drive Current: 41.8 A | Take-up Position: 49.5 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2025-09-28,Completed
INS-00069,BE001,Bucket Elevator,2023-10-19,Third-Party-Auditor,Daily,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 62.9 mm/s | Belt Slippage: 43.1 mm/s | Bearing Temp: 50.7 °C | Drive Current: 48.0 A | Take-up Position: 20.1 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-10-18,Completed
INS-00070,ENG001,Cummins Engine,2023-12-04,QA-Team,Monthly,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 80.0 bar | Coolant Temp: 45.9 °C | Battery Voltage: 54.9 mm/s | Exhaust Temp: 35.2 °C | RPM: 79.2 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-12-03,Completed
INS-00071,BE001,Bucket Elevator,2023-04-10,Maintenance-Team,Monthly,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 88.7 mm/s | Belt Slippage: 78.6 mm/s | Bearing Temp: 84.8 °C | Drive Current: 46.2 A | Take-up Position: 15.1 mm/s,Conditional Pass,Minor deviation in Bearing Temp,Schedule follow-up within 7 days,2023-04-17,Action Pending
INS-00072,ENG001,Cummins Engine,2023-03-25,QA-Team,Quarterly,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 34.1 bar | Coolant Temp: 74.1 °C | Battery Voltage: 17.7 mm/s | Exhaust Temp: 51.1 °C | RPM: 20.0 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-04-01,Completed
INS-00073,BC001,Belt Conveyor,2024-05-22,Third-Party-Auditor,Weekly,Belt Alignment | Idler Condition | Belt Tension | Motor Amps | Slip Detection,Belt Alignment: 45.2 mm/s | Idler Condition: 70.8 mm/s | Belt Tension: 55.2 mm/s | Motor Amps: 64.0 A | Slip Detection: 88.2 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-05-29,Completed
INS-00074,BM001,Ball Mill,2023-12-20,Safety-Team,Quarterly,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 24.9 °C | Oil Pressure: 22.5 bar | Motor Current: 31.2 A | Shell Temperature: 10.8 °C | Lubrication Flow: 81.5 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-01-19,Completed
INS-00075,AC001,Air Compressor,2023-07-13,Third-Party-Auditor,Daily,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 80.8 bar | Oil Level: 48.4 mm/s | Air Temperature: 61.7 °C | Motor Amps: 30.9 A | Safety Valve: 73.9 mm/s,Fail,Critical deviation in Discharge Pressure,"Immediate maintenance required, equipment taken offline",2023-07-14,Action Pending
INS-00076,JC001,Jaw Crusher,2023-09-12,Safety-Team,Quarterly,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 46.9 mm/s | Bearing Temp: 14.1 °C | Flywheel Alignment: 26.9 mm/s | Motor Amps: 22.9 A | Oil Level: 38.8 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-09-11,Completed
INS-00077,RK001,Rotary Kiln,2023-04-06,Third-Party-Auditor,Quarterly,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 69.6 °C | Burning Zone Temp: 50.0 °C | Drive Torque: 29.5 mm/s | Tyre Migration: 74.8 mm/s | ID Fan Draft: 66.7 mm/s,Conditional Pass,Minor deviation in Drive Torque,Schedule follow-up within 7 days,2024-04-05,Action Pending
INS-00078,AC001,Air Compressor,2023-04-03,Production-Team,Quarterly,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 63.2 bar | Oil Level: 15.0 mm/s | Air Temperature: 51.7 °C | Motor Amps: 84.6 A | Safety Valve: 33.0 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-07-02,Completed
INS-00079,PU001,Centrifugal Pump,2024-12-04,Maintenance-Team,Daily,Discharge Pressure | Vibration | Seal Condition | Bearing Temp | Motor Amps,Discharge Pressure: 24.0 bar | Vibration: 67.6 mm/s | Seal Condition: 82.3 mm/s | Bearing Temp: 59.4 °C | Motor Amps: 81.3 A,Fail,Critical deviation in Seal Condition,"Immediate maintenance required, equipment taken offline",2024-12-05,Action Pending
INS-00080,BF001,Bag Filter,2023-07-09,QA-Team,Monthly,Differential Pressure | Compressor Pressure | Filter Condition | Fan Vibration | Dust Emission,Differential Pressure: 25.2 bar | Compressor Pressure: 71.9 bar | Filter Condition: 45.5 mm/s | Fan Vibration: 45.4 mm/s | Dust Emission: 68.5 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-07-10,Completed
INS-00081,ENG001,Cummins Engine,2023-10-05,Maintenance-Team,Weekly,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 47.6 bar | Coolant Temp: 29.3 °C | Battery Voltage: 15.6 mm/s | Exhaust Temp: 57.2 °C | RPM: 44.7 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-10-04,Completed
INS-00082,BE001,Bucket Elevator,2024-08-10,Safety-Team,Daily,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 85.7 mm/s | Belt Slippage: 42.4 mm/s | Bearing Temp: 11.0 °C | Drive Current: 79.5 A | Take-up Position: 26.1 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-08-11,Completed
INS-00083,JC001,Jaw Crusher,2024-01-13,Maintenance-Team,Annual,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 19.2 mm/s | Bearing Temp: 74.5 °C | Flywheel Alignment: 29.1 mm/s | Motor Amps: 43.8 A | Oil Level: 87.1 mm/s,Fail,Critical deviation in Bearing Temp,"Immediate maintenance required, equipment taken offline",2024-02-12,Action Pending
INS-00084,BE001,Bucket Elevator,2024-09-06,Safety-Team,Annual,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 14.7 mm/s | Belt Slippage: 61.8 mm/s | Bearing Temp: 15.3 °C | Drive Current: 52.5 A | Take-up Position: 81.3 mm/s,Conditional Pass,Minor deviation in Chain Tension,Schedule follow-up within 7 days,2024-09-07,Action Pending
INS-00085,BM001,Ball Mill,2024-09-07,Production-Team,Weekly,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 12.6 °C | Oil Pressure: 69.6 bar | Motor Current: 19.3 A | Shell Temperature: 12.6 °C | Lubrication Flow: 58.2 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2025-09-07,Completed
INS-00086,BC001,Belt Conveyor,2024-08-09,Third-Party-Auditor,Daily,Belt Alignment | Idler Condition | Belt Tension | Motor Amps | Slip Detection,Belt Alignment: 58.3 mm/s | Idler Condition: 82.7 mm/s | Belt Tension: 84.9 mm/s | Motor Amps: 79.0 A | Slip Detection: 38.1 mm/s,Fail,Critical deviation in Belt Tension,"Immediate maintenance required, equipment taken offline",2024-08-10,Action Pending
INS-00087,VRM001,Vertical Roller Mill,2024-11-07,Maintenance-Team,Quarterly,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 17.7 bar | Roller Gap: 42.1 mm/s | Gearbox Oil Level: 10.4 mm/s | Vibration: 25.0 mm/s | Mill DP: 88.9 mm/s,Fail,Critical deviation in Mill DP,"Immediate maintenance required, equipment taken offline",2025-02-05,Action Pending
INS-00088,RK001,Rotary Kiln,2023-12-03,Third-Party-Auditor,Weekly,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 74.5 °C | Burning Zone Temp: 70.0 °C | Drive Torque: 14.0 mm/s | Tyre Migration: 84.1 mm/s | ID Fan Draft: 23.9 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-12-10,Completed
INS-00089,AC001,Air Compressor,2024-02-26,Third-Party-Auditor,Weekly,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 57.7 bar | Oil Level: 32.3 mm/s | Air Temperature: 36.4 °C | Motor Amps: 64.9 A | Safety Valve: 47.2 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-03-04,Completed
INS-00090,BM001,Ball Mill,2023-05-28,Maintenance-Team,Monthly,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 41.0 °C | Oil Pressure: 89.4 bar | Motor Current: 85.2 A | Shell Temperature: 76.8 °C | Lubrication Flow: 42.2 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-06-27,Completed
INS-00091,BC001,Belt Conveyor,2024-12-26,Third-Party-Auditor,Daily,Belt Alignment | Idler Condition | Belt Tension | Motor Amps | Slip Detection,Belt Alignment: 70.8 mm/s | Idler Condition: 60.7 mm/s | Belt Tension: 76.6 mm/s | Motor Amps: 85.2 A | Slip Detection: 45.4 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-12-27,Completed
INS-00092,AC001,Air Compressor,2024-10-21,Safety-Team,Annual,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 67.9 bar | Oil Level: 38.0 mm/s | Air Temperature: 33.6 °C | Motor Amps: 83.2 A | Safety Valve: 88.5 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2025-01-19,Completed
INS-00093,BE001,Bucket Elevator,2023-07-01,Production-Team,Annual,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 42.0 mm/s | Belt Slippage: 46.3 mm/s | Bearing Temp: 71.0 °C | Drive Current: 41.6 A | Take-up Position: 13.2 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-07-31,Completed
INS-00094,BF001,Bag Filter,2024-12-02,Third-Party-Auditor,Monthly,Differential Pressure | Compressor Pressure | Filter Condition | Fan Vibration | Dust Emission,Differential Pressure: 57.4 bar | Compressor Pressure: 17.7 bar | Filter Condition: 76.2 mm/s | Fan Vibration: 27.8 mm/s | Dust Emission: 38.7 mm/s,Fail,Critical deviation in Filter Condition,"Immediate maintenance required, equipment taken offline",2024-12-03,Action Pending
INS-00095,BM001,Ball Mill,2023-08-05,Maintenance-Team,Monthly,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 45.5 °C | Oil Pressure: 55.6 bar | Motor Current: 60.0 A | Shell Temperature: 18.3 °C | Lubrication Flow: 32.8 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-08-04,Completed
INS-00096,BC001,Belt Conveyor,2024-01-08,Safety-Team,Quarterly,Belt Alignment | Idler Condition | Belt Tension | Motor Amps | Slip Detection,Belt Alignment: 82.5 mm/s | Idler Condition: 49.1 mm/s | Belt Tension: 87.4 mm/s | Motor Amps: 24.3 A | Slip Detection: 48.1 mm/s,Fail,Critical deviation in Idler Condition,"Immediate maintenance required, equipment taken offline",2025-01-07,Action Pending
INS-00097,ENG001,Cummins Engine,2024-07-26,QA-Team,Monthly,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 29.6 bar | Coolant Temp: 17.7 °C | Battery Voltage: 59.7 mm/s | Exhaust Temp: 80.4 °C | RPM: 20.9 mm/s,Conditional Pass,Minor deviation in Coolant Temp,Schedule follow-up within 7 days,2024-07-27,Action Pending
INS-00098,ENG001,Cummins Engine,2023-04-04,Third-Party-Auditor,Annual,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 65.3 bar | Coolant Temp: 36.8 °C | Battery Voltage: 12.3 mm/s | Exhaust Temp: 82.1 °C | RPM: 55.5 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-05-04,Completed
INS-00099,RK001,Rotary Kiln,2024-11-21,Third-Party-Auditor,Daily,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 20.5 °C | Burning Zone Temp: 36.3 °C | Drive Torque: 47.2 mm/s | Tyre Migration: 21.8 mm/s | ID Fan Draft: 38.0 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-12-21,Completed
INS-00100,JC001,Jaw Crusher,2023-07-03,Safety-Team,Quarterly,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 83.9 mm/s | Bearing Temp: 84.4 °C | Flywheel Alignment: 76.3 mm/s | Motor Amps: 69.0 A | Oil Level: 57.8 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-07-10,Completed
INS-00101,PU001,Centrifugal Pump,2023-09-26,Maintenance-Team,Monthly,Discharge Pressure | Vibration | Seal Condition | Bearing Temp | Motor Amps,Discharge Pressure: 46.5 bar | Vibration: 55.1 mm/s | Seal Condition: 53.3 mm/s | Bearing Temp: 51.3 °C | Motor Amps: 71.2 A,Pass,All parameters within normal range,Continue routine monitoring,2023-12-25,Completed
INS-00102,BM001,Ball Mill,2023-12-16,QA-Team,Daily,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 69.0 °C | Oil Pressure: 21.2 bar | Motor Current: 38.4 A | Shell Temperature: 53.5 °C | Lubrication Flow: 46.0 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-03-15,Completed
INS-00103,PU001,Centrifugal Pump,2023-04-17,Third-Party-Auditor,Weekly,Discharge Pressure | Vibration | Seal Condition | Bearing Temp | Motor Amps,Discharge Pressure: 33.2 bar | Vibration: 64.0 mm/s | Seal Condition: 11.8 mm/s | Bearing Temp: 77.4 °C | Motor Amps: 11.5 A,Pass,All parameters within normal range,Continue routine monitoring,2023-04-24,Completed
INS-00104,PU001,Centrifugal Pump,2024-03-30,Production-Team,Weekly,Discharge Pressure | Vibration | Seal Condition | Bearing Temp | Motor Amps,Discharge Pressure: 57.5 bar | Vibration: 56.5 mm/s | Seal Condition: 20.3 mm/s | Bearing Temp: 51.2 °C | Motor Amps: 26.8 A,Pass,All parameters within normal range,Continue routine monitoring,2024-06-28,Completed
INS-00105,BE001,Bucket Elevator,2024-11-26,QA-Team,Weekly,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 89.4 mm/s | Belt Slippage: 71.4 mm/s | Bearing Temp: 32.9 °C | Drive Current: 42.8 A | Take-up Position: 46.1 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-11-27,Completed
INS-00106,VRM001,Vertical Roller Mill,2023-08-14,Third-Party-Auditor,Weekly,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 47.0 bar | Roller Gap: 15.1 mm/s | Gearbox Oil Level: 25.1 mm/s | Vibration: 62.7 mm/s | Mill DP: 81.6 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-11-12,Completed
INS-00107,VRM001,Vertical Roller Mill,2023-06-27,QA-Team,Daily,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 63.4 bar | Roller Gap: 42.5 mm/s | Gearbox Oil Level: 50.6 mm/s | Vibration: 38.9 mm/s | Mill DP: 60.6 mm/s,Fail,Critical deviation in Gearbox Oil Level,"Immediate maintenance required, equipment taken offline",2023-07-04,Action Pending
INS-00108,VRM001,Vertical Roller Mill,2024-11-07,Third-Party-Auditor,Weekly,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 42.9 bar | Roller Gap: 64.5 mm/s | Gearbox Oil Level: 52.0 mm/s | Vibration: 70.0 mm/s | Mill DP: 81.6 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-11-08,Completed
INS-00109,AC001,Air Compressor,2024-12-10,Third-Party-Auditor,Monthly,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 59.7 bar | Oil Level: 30.2 mm/s | Air Temperature: 14.9 °C | Motor Amps: 18.9 A | Safety Valve: 80.8 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-12-11,Completed
INS-00110,BC001,Belt Conveyor,2024-12-09,Maintenance-Team,Daily,Belt Alignment | Idler Condition | Belt Tension | Motor Amps | Slip Detection,Belt Alignment: 64.2 mm/s | Idler Condition: 83.8 mm/s | Belt Tension: 52.0 mm/s | Motor Amps: 83.3 A | Slip Detection: 52.6 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2025-03-09,Completed
INS-00111,BE001,Bucket Elevator,2023-09-01,Maintenance-Team,Annual,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 18.9 mm/s | Belt Slippage: 37.4 mm/s | Bearing Temp: 87.5 °C | Drive Current: 38.2 A | Take-up Position: 10.7 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-10-01,Completed
INS-00112,BF001,Bag Filter,2024-01-25,Production-Team,Daily,Differential Pressure | Compressor Pressure | Filter Condition | Fan Vibration | Dust Emission,Differential Pressure: 87.0 bar | Compressor Pressure: 37.4 bar | Filter Condition: 38.7 mm/s | Fan Vibration: 79.3 mm/s | Dust Emission: 61.6 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-02-24,Completed
INS-00113,BC001,Belt Conveyor,2024-07-24,Safety-Team,Quarterly,Belt Alignment | Idler Condition | Belt Tension | Motor Amps | Slip Detection,Belt Alignment: 45.2 mm/s | Idler Condition: 53.3 mm/s | Belt Tension: 31.4 mm/s | Motor Amps: 67.9 A | Slip Detection: 58.6 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-07-31,Completed
INS-00114,BE001,Bucket Elevator,2024-01-18,Production-Team,Monthly,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 29.6 mm/s | Belt Slippage: 86.1 mm/s | Bearing Temp: 29.8 °C | Drive Current: 41.0 A | Take-up Position: 28.7 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-02-17,Completed
INS-00115,JC001,Jaw Crusher,2023-03-19,QA-Team,Weekly,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 17.5 mm/s | Bearing Temp: 79.6 °C | Flywheel Alignment: 30.0 mm/s | Motor Amps: 17.7 A | Oil Level: 19.4 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-03-26,Completed
INS-00116,BM001,Ball Mill,2023-07-03,Safety-Team,Annual,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 23.5 °C | Oil Pressure: 39.3 bar | Motor Current: 18.4 A | Shell Temperature: 70.9 °C | Lubrication Flow: 33.0 mm/s,Conditional Pass,Minor deviation in Bearing Temp,Schedule follow-up within 7 days,2023-07-10,Action Pending
INS-00117,ENG001,Cummins Engine,2023-04-25,Production-Team,Quarterly,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 52.0 bar | Coolant Temp: 40.3 °C | Battery Voltage: 34.5 mm/s | Exhaust Temp: 20.9 °C | RPM: 79.1 mm/s,Conditional Pass,Minor deviation in Exhaust Temp,Schedule follow-up within 7 days,2024-04-24,Action Pending
INS-00118,RK001,Rotary Kiln,2023-06-25,Maintenance-Team,Annual,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 43.5 °C | Burning Zone Temp: 25.8 °C | Drive Torque: 65.2 mm/s | Tyre Migration: 51.9 mm/s | ID Fan Draft: 87.4 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-06-24,Completed
INS-00119,JC001,Jaw Crusher,2024-01-25,Maintenance-Team,Annual,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 12.9 mm/s | Bearing Temp: 62.7 °C | Flywheel Alignment: 39.6 mm/s | Motor Amps: 45.3 A | Oil Level: 55.9 mm/s,Conditional Pass,Minor deviation in Bearing Temp,Schedule follow-up within 7 days,2024-02-24,Action Pending
INS-00120,BE001,Bucket Elevator,2024-01-05,Safety-Team,Weekly,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 74.8 mm/s | Belt Slippage: 64.1 mm/s | Bearing Temp: 66.6 °C | Drive Current: 81.1 A | Take-up Position: 27.5 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-02-04,Completed
INS-00121,PU001,Centrifugal Pump,2023-05-27,Production-Team,Annual,Discharge Pressure | Vibration | Seal Condition | Bearing Temp | Motor Amps,Discharge Pressure: 81.3 bar | Vibration: 24.5 mm/s | Seal Condition: 29.9 mm/s | Bearing Temp: 34.6 °C | Motor Amps: 77.5 A,Conditional Pass,Minor deviation in Vibration,Schedule follow-up within 7 days,2024-05-26,Action Pending
INS-00122,ENG001,Cummins Engine,2023-07-31,Safety-Team,Annual,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 81.8 bar | Coolant Temp: 19.8 °C | Battery Voltage: 79.0 mm/s | Exhaust Temp: 11.9 °C | RPM: 62.7 mm/s,Fail,Critical deviation in Oil Pressure,"Immediate maintenance required, equipment taken offline",2023-08-07,Action Pending
